NUMBER,STD_MAKE,STD_MODEL,STD_TRIM,COUNT_NEW,COUNT_ALL, PCT_NEW , CUM_PCT_NEW 
1300,JAGUAR,S,3,0,2, -   , 1.000000 
1301,JAGUAR,S,R,0,1, -   , 1.000000 
1302,JAGUAR,S,,0,4, -   , 1.000000 
1303,JAGUAR,XF,LUX,0,9, -   , 1.000000 
1304,JAGUAR,XF,PORTFOLIO PREM LUX,0,1, -   , 1.000000 
1305,JAGUAR,XF,PREM LUX,0,8, -   , 1.000000 
1306,JAGUAR,XF,PREMLUX,0,1, -   , 1.000000 
1307,JAGUAR,XF,SUPERCHARGED,0,5, -   , 1.000000 
1308,JAGUAR,XF,XFR SUPERCHARGED,0,1, -   , 1.000000 
1309,JAGUAR,XJ,VANDEN PLAS,0,1, -   , 1.000000 
1310,JAGUAR,XJ,XJ8,0,1, -   , 1.000000 
1311,JAGUAR,XJ,XJL,0,3, -   , 1.000000 
1312,JAGUAR,XJ,XJR,0,1, -   , 1.000000 
1313,JAGUAR,XK,CONV,0,1, -   , 1.000000 
1314,JAGUAR,XK,COUPE,0,5, -   , 1.000000 
1315,JAGUAR,XK,XKR CONV,0,1, -   , 1.000000 
1316,JAGUAR,XK,XKR COUPE,0,4, -   , 1.000000 
1317,JAGUAR,X,,0,1, -   , 1.000000 
1318,JEEP,CHEROKEE,CLASSIC 4WD,0,1, -   , 1.000000 
1319,JEEP,CHEROKEE,SPT,0,2, -   , 1.000000 
1320,JEEP,COMMANDER,LIM,0,1, -   , 1.000000 
1321,JEEP,COMPASS,,0,1, -   , 1.000000 
1322,JEEP,GRAND CHEROKEE,SRT8,0,1, -   , 1.000000 
1323,JEEP,GRAND CHEROKEE,,0,1, -   , 1.000000 
1324,JEEP,LIBERTY,LIM,0,3, -   , 1.000000 
1325,JEEP,LIBERTY,LIM 4X4,0,1, -   , 1.000000 
1326,JEEP,LIBERTY,SPT,0,16, -   , 1.000000 
1327,JEEP,LIBERTY,SPT 4WD,0,1, -   , 1.000000 
1328,JEEP,LIBERTY,SPT 4X4,0,1, -   , 1.000000 
1329,JEEP,LIBERTY,,0,1, -   , 1.000000 
1330,JEEP,PATRIOT,LIM,0,1, -   , 1.000000 
1331,JEEP,PATRIOT,SPT 4X4,0,1, -   , 1.000000 
1332,JEEP,WRANGLER,4WD X,0,1, -   , 1.000000 
1333,JEEP,WRANGLER,RUBICON 4X4,0,1, -   , 1.000000 
1334,JEEP,WRANGLER,SAHARA 4X4,0,1, -   , 1.000000 
1335,JEEP,WRANGLER,SE,0,1, -   , 1.000000 
1336,JEEP,WRANGLER,UNLIM RUBICON 4X4,0,1, -   , 1.000000 
1337,JEEP,WRANGLER,UNLIM RUBICON LWB,0,1, -   , 1.000000 
1338,JEEP,WRANGLER,UNLIM X,0,1, -   , 1.000000 
1339,JEEP,WRANGLER,X,0,4, -   , 1.000000 
1340,JEEP,WRANGLER,X 4X4,0,1, -   , 1.000000 
1341,KIA,BORREGO,EX,0,2, -   , 1.000000 
1342,KIA,BORREGO,LX,0,2, -   , 1.000000 
1343,KIA,FORTE,LX,0,3, -   , 1.000000 
1344,KIA,FORTE,SX,0,1, -   , 1.000000 
1345,KIA,OPTIMA,EX HYBRID,0,1, -   , 1.000000 
1346,KIA,RIO,EX,0,1, -   , 1.000000 
1347,KIA,RIO,LX,0,3, -   , 1.000000 
1348,KIA,RIO,SX,0,1, -   , 1.000000 
1349,KIA,RONDO,LX,0,1, -   , 1.000000 
1350,KIA,SEDONA,EX,0,1, -   , 1.000000 
1351,KIA,SEDONA,LX,0,1, -   , 1.000000 
1352,KIA,SEDONA,,0,1, -   , 1.000000 
1353,KIA,SORENTO,EX,0,3, -   , 1.000000 
1354,KIA,SORENTO,LX AWD,0,1, -   , 1.000000 
1355,KIA,SOUL,!,0,3, -   , 1.000000 
1356,KIA,SOUL,+,0,8, -   , 1.000000 
1357,KIA,SPECTRA,BASE,0,1, -   , 1.000000 
1358,KIA,SPECTRA,EX,0,1, -   , 1.000000 
1359,KIA,SPECTRA,,0,2, -   , 1.000000 
1360,KIA,SPORTAGE,BASE,0,1, -   , 1.000000 
1361,KIA,SPORTAGE,LX 2WD,0,1, -   , 1.000000 
1362,KIA,SPORTAGE,SX,0,1, -   , 1.000000 
1363,KIA,SPORTAGE,,0,1, -   , 1.000000 
1364,LAND ROVER,LR3,HSE,0,1, -   , 1.000000 
1365,LAND ROVER,LR3,SE,0,1, -   , 1.000000 
1366,LAND ROVER,LR4,HSE AWD,0,2, -   , 1.000000 
1367,LAND ROVER,RANGE ROVER,HSE,0,1, -   , 1.000000 
1368,LAND ROVER,RANGE ROVER,HSE AWD,0,1, -   , 1.000000 
1369,LAND ROVER,RANGE ROVER,HSE LUX PKG,0,1, -   , 1.000000 
1370,LAND ROVER,RANGE ROVER,SUPERCHARGED AWD,0,2, -   , 1.000000 
1371,LAND ROVER,RANGE ROVER SPORT,HSE AWD,0,1, -   , 1.000000 
1372,LAND ROVER,RANGE ROVER SPORT,SUPER CHARGED,0,1, -   , 1.000000 
1373,LAND ROVER,RANGE ROVER SPORT,SUPERCHARGED 4WD,0,1, -   , 1.000000 
1374,LAND ROVER,RANGE ROVER SPORT,SUPERCHARGED AWD,0,1, -   , 1.000000 
1375,LEXUS,ES 300,,0,1, -   , 1.000000 
1376,LEXUS,ES 330,,0,4, -   , 1.000000 
1377,LEXUS,ES 350,4DR,0,1, -   , 1.000000 
1378,LEXUS,ES 350,4DR SDN,0,1, -   , 1.000000 
1379,LEXUS,ES 350,,0,28, -   , 1.000000 
1380,LEXUS,GS 300,4DR,0,1, -   , 1.000000 
1381,LEXUS,GS 350,AWD,0,4, -   , 1.000000 
1382,LEXUS,GS 350,,0,3, -   , 1.000000 
1383,LEXUS,GS 450H,HYBRID,0,2, -   , 1.000000 
1384,LEXUS,GS 450H,,0,2, -   , 1.000000 
1385,LEXUS,GX 460,4X4,0,1, -   , 1.000000 
1386,LEXUS,GX 460,AWD,0,1, -   , 1.000000 
1387,LEXUS,GX 460,PREM,0,1, -   , 1.000000 
1388,LEXUS,GX 470,4WD,0,1, -   , 1.000000 
1389,LEXUS,GX 470,4X4,0,4, -   , 1.000000 
1390,LEXUS,GX 470,,0,4, -   , 1.000000 
1391,LEXUS,GX 460,,0,1, -   , 1.000000 
1392,LEXUS,HS 250H,HYBRID,0,18, -   , 1.000000 
1393,LEXUS,HS 250H,HYBRID PREM,0,1, -   , 1.000000 
1394,LEXUS,HS 250H,,0,4, -   , 1.000000 
1395,LEXUS,IS 250,250,0,1, -   , 1.000000 
1396,LEXUS,IS 250,4DR SDN SPT AT,0,1, -   , 1.000000 
1397,LEXUS,IS 250,AWD,0,12, -   , 1.000000 
1398,LEXUS,IS 250,SPT,0,1, -   , 1.000000 
1399,LEXUS,IS 250,,0,24, -   , 1.000000 
1400,LEXUS,IS 250,CONV,0,2, -   , 1.000000 
1401,LEXUS,IS F,,0,1, -   , 1.000000 
1402,LEXUS,IS250,,0,3, -   , 1.000000 
1403,LEXUS,LS 430,,0,2, -   , 1.000000 
1404,LEXUS,LS 460,AWD,0,7, -   , 1.000000 
1405,LEXUS,LS 460,L,0,1, -   , 1.000000 
1406,LEXUS,LS 460,L AWD,0,2, -   , 1.000000 
1407,LEXUS,LS 460,,0,7, -   , 1.000000 
1408,LEXUS,RX 300,,0,1, -   , 1.000000 
1409,LEXUS,RX 330,330,0,1, -   , 1.000000 
1410,LEXUS,RX 330,STD,0,2, -   , 1.000000 
1411,LEXUS,RX 350,AWD,0,5, -   , 1.000000 
1412,LEXUS,RX 350,,0,11, -   , 1.000000 
1413,LEXUS,RX 400H,HYBRID AWD,0,1, -   , 1.000000 
1414,LEXUS,RX 450H,HYBRID AWD,0,1, -   , 1.000000 
1415,LINCOLN,LS,SPT,0,1, -   , 1.000000 
1416,LINCOLN,LS,,0,2, -   , 1.000000 
1417,LINCOLN,MARK LT,,0,1, -   , 1.000000 
1418,LINCOLN,MKS,AWD,0,2, -   , 1.000000 
1419,LINCOLN,MKT,AWD,0,4, -   , 1.000000 
1420,LINCOLN,MKX,AWD,0,4, -   , 1.000000 
1421,LINCOLN,MKZ,AWD,0,2, -   , 1.000000 
1422,LINCOLN,NAVIGATOR,BASE,0,1, -   , 1.000000 
1423,LINCOLN,NAVIGATOR,ULTIMATE,0,1, -   , 1.000000 
1424,LINCOLN,TOWN CAR,CARTIER,0,1, -   , 1.000000 
1425,LINCOLN,TOWN CAR,SIGNATURE,0,2, -   , 1.000000 
1426,LINCOLN,TOWN CAR,SIGNATURE LIM,0,10, -   , 1.000000 
1427,MASERATI,GRANTURISMO,COUPE,0,1, -   , 1.000000 
1428,MASERATI,QUATTROPORTE,S,0,1, -   , 1.000000 
1429,MAZDA,BSERIES 2WD TRUCK,DS,0,1, -   , 1.000000 
1430,MAZDA,BSERIES 2WD TRUCK,SE,0,1, -   , 1.000000 
1431,MAZDA,CX7,GRAND TOURING,0,1, -   , 1.000000 
1432,MAZDA,CX7,I SPT,0,2, -   , 1.000000 
1433,MAZDA,CX7,I SV,0,2, -   , 1.000000 
1434,MAZDA,CX7,I TOURING,0,2, -   , 1.000000 
1435,MAZDA,CX7,S TOURING,0,2, -   , 1.000000 
1436,MAZDA,CX7,SPT,0,1, -   , 1.000000 
1437,MAZDA,CX7,TOURING,0,3, -   , 1.000000 
1438,MAZDA,CX9,TOURING AWD,0,1, -   , 1.000000 
1439,MAZDA,MAZDA2,SPT HB,0,4, -   , 1.000000 
1440,MAZDA,MAZDA2,TOURING,0,3, -   , 1.000000 
1441,MAZDA,MAZDA3,I,0,1, -   , 1.000000 
1442,MAZDA,MAZDA3,MAZDASPEED3 SPT,0,2, -   , 1.000000 
1443,MAZDA,MAZDA3,S,0,5, -   , 1.000000 
1444,MAZDA,MAZDA3,S SPT,0,2, -   , 1.000000 
1445,MAZDA,MAZDA3,SPT,0,1, -   , 1.000000 
1446,MAZDA,MAZDA3,,0,3, -   , 1.000000 
1447,MAZDA,MAZDA6,S TOURING +S,0,1, -   , 1.000000 
1448,MAZDA,MPV,LX,0,1, -   , 1.000000 
1449,MAZDA,MX5 MIATA,BASE,0,1, -   , 1.000000 
1450,MAZDA,MX5 MIATA,GRAND TOURING,0,2, -   , 1.000000 
1451,MAZDA,MX5 MIATA,SPT,0,2, -   , 1.000000 
1452,MAZDA,MX5 MIATA,SPT CONV,0,2, -   , 1.000000 
1453,MAZDA,RX8,GRAND TOURING,0,1, -   , 1.000000 
1454,MAZDA,RX8,SPT,0,2, -   , 1.000000 
1455,MAZDA,RX8,,0,1, -   , 1.000000 
1456,MAZDA,TRIBUTE,SPT,0,1, -   , 1.000000 
1457,MAZDA,TRIBUTE,,0,1, -   , 1.000000 
1458,MERCEDES-BENZ,190C,,0,2, -   , 1.000000 
1459,MERCEDES-BENZ,200 SERIES,2.8L,0,1, -   , 1.000000 
1460,MERCEDES-BENZ,C,250 LUX,0,1, -   , 1.000000 
1461,MERCEDES-BENZ,C,300 LUX,0,1, -   , 1.000000 
1462,MERCEDES-BENZ,C230,1.8L,0,1, -   , 1.000000 
1463,MERCEDES-BENZ,C,1.8L,0,1, -   , 1.000000 
1464,MERCEDES-BENZ,C,3.0L LUX,0,1, -   , 1.000000 
1465,MERCEDES-BENZ,C,3.0L SPT,0,1, -   , 1.000000 
1466,MERCEDES-BENZ,C,C240,0,1, -   , 1.000000 
1467,MERCEDES-BENZ,C,C240 2.6L,0,1, -   , 1.000000 
1468,MERCEDES-BENZ,C,C300,0,7, -   , 1.000000 
1469,MERCEDES-BENZ,C,C300 4MATIC AWD,0,24, -   , 1.000000 
1470,MERCEDES-BENZ,C,C300 SPT,0,15, -   , 1.000000 
1471,MERCEDES-BENZ,C,C300 SPT 4MATIC,0,1, -   , 1.000000 
1472,MERCEDES-BENZ,C,LUX,0,1, -   , 1.000000 
1473,MERCEDES-BENZ,CL,5.0L,0,1, -   , 1.000000 
1474,MERCEDES-BENZ,CL,5.5L V8,0,1, -   , 1.000000 
1475,MERCEDES-BENZ,CLK,,0,1, -   , 1.000000 
1476,MERCEDES-BENZ,CLK,3.5L,0,1, -   , 1.000000 
1477,MERCEDES-BENZ,CLK,CLK350 CONV,0,8, -   , 1.000000 
1478,MERCEDES-BENZ,CLK,CLK350 COUPE,0,8, -   , 1.000000 
1479,MERCEDES-BENZ,CLS,5.5L,0,1, -   , 1.000000 
1480,MERCEDES-BENZ,E,3.2L,0,1, -   , 1.000000 
1481,MERCEDES-BENZ,E,3.5L,0,3, -   , 1.000000 
1482,MERCEDES-BENZ,E,E320,0,1, -   , 1.000000 
1483,MERCEDES-BENZ,E,E350 4MATIC AWD,0,17, -   , 1.000000 
1484,MERCEDES-BENZ,E,E350 CONV,0,1, -   , 1.000000 
1485,MERCEDES-BENZ,E,E350 COUPE,0,2, -   , 1.000000 
1486,MERCEDES-BENZ,E,E350 LUX,0,2, -   , 1.000000 
1487,MERCEDES-BENZ,E,E350 LUX 4MATIC,0,2, -   , 1.000000 
1488,MERCEDES-BENZ,E,E500,0,1, -   , 1.000000 
1489,MERCEDES-BENZ,E,E550 SPT,0,1, -   , 1.000000 
1490,MERCEDES-BENZ,E,LUX 3.5L,0,2, -   , 1.000000 
1491,MERCEDES-BENZ,G,5.5L,0,1, -   , 1.000000 
1492,MERCEDES-BENZ,G,G550,0,1, -   , 1.000000 
1493,MERCEDES-BENZ,GL,4.6L,0,2, -   , 1.000000 
1494,MERCEDES-BENZ,GL,5.5L,0,1, -   , 1.000000 
1495,MERCEDES-BENZ,GL,GL450 4MATIC AWD,0,11, -   , 1.000000 
1496,MERCEDES-BENZ,GL,,0,1, -   , 1.000000 
1497,MERCEDES-BENZ,GLK,GLK350 4MATIC AWD,0,7, -   , 1.000000 
1498,MERCEDES-BENZ,M,3.5L,0,4, -   , 1.000000 
1499,MERCEDES-BENZ,M,ML350 4MATIC AWD,0,10, -   , 1.000000 
1500,MERCEDES-BENZ,M,ML500 4MATIC,0,1, -   , 1.000000 
1501,MERCEDES-BENZ,M,ML550 4MATIC AWD,0,1, -   , 1.000000 
1502,MERCEDES-BENZ,M,ML63 AMG 4MATIC AWD,0,1, -   , 1.000000 
1503,MERCEDES-BENZ,ML 350,3.5L,0,1, -   , 1.000000 
1504,MERCEDES-BENZ,R,3.5L,0,1, -   , 1.000000 
1505,MERCEDES-BENZ,R,R350 4MATIC AWD,0,1, -   , 1.000000 
1506,MERCEDES-BENZ,R,R500 4MATIC AWD,0,1, -   , 1.000000 
1507,MERCEDES-BENZ,S,,0,2, -   , 1.000000 
1508,MERCEDES-BENZ,S,5.5L V8,0,4, -   , 1.000000 
1509,MERCEDES-BENZ,S,S400 HYBRID,0,5, -   , 1.000000 
1510,MERCEDES-BENZ,S,S550 4MATIC AWD,0,13, -   , 1.000000 
1511,MERCEDES-BENZ,S,S63 AMG,0,1, -   , 1.000000 
1512,MERCEDES-BENZ,SL,ROADSTER,0,1, -   , 1.000000 
1513,MERCEDES-BENZ,SL,SL500 CONV,0,1, -   , 1.000000 
1514,MERCEDES-BENZ,SL,SL550 CONV,0,2, -   , 1.000000 
1515,MERCEDES-BENZ,SL,,0,1, -   , 1.000000 
1516,MERCEDES-BENZ,SLK,SLK300 CONV,0,2, -   , 1.000000 
1517,MERCEDES-BENZ,,GLK350,0,1, -   , 1.000000 
1518,MERCEDES-BENZ,,ML350 BLUETEC,0,1, -   , 1.000000 
1519,MERCURY,GRAND MARQUIS,GS,0,2, -   , 1.000000 
1520,MERCURY,GRAND MARQUIS,LS,0,5, -   , 1.000000 
1521,MERCURY,MARINER,LUXU,0,1, -   , 1.000000 
1522,MERCURY,MARINER,LUX,0,1, -   , 1.000000 
1523,MERCURY,MARINER,PREM,0,3, -   , 1.000000 
1524,MERCURY,MARINER,,0,3, -   , 1.000000 
1525,MERCURY,MONTEGO,BASE,0,1, -   , 1.000000 
1526,MERCURY,MOUNTAINEER,LUXU,0,2, -   , 1.000000 
1527,MERCURY,MOUNTAINEER,,0,1, -   , 1.000000 
1528,MERCURY,SABLE,GS,0,1, -   , 1.000000 
1529,MERCURY,SABLE,LS,0,1, -   , 1.000000 
1530,MERCURY,SABLE,LS PREM,0,1, -   , 1.000000 
1531,MG,MGB,CONV,0,1, -   , 1.000000 
1532,MINI,COOPER,CONV,0,2, -   , 1.000000 
1533,MINI,COOPER,COUPE HB,0,1, -   , 1.000000 
1534,MINI,COOPER,S,0,2, -   , 1.000000 
1535,MINI,COOPER,S COUPE HB,0,1, -   , 1.000000 
1536,MINI,COOPER,,0,1, -   , 1.000000 
1537,MINI,COOPER CLUBMAN,CLUBMAN,0,1, -   , 1.000000 
1538,MINI,COOPER CLUBMAN,S,0,4, -   , 1.000000 
1539,MINI,COOPER CLUBMAN,,0,2, -   , 1.000000 
1540,MINI,COOPER CONVERTIBLE,JOHN COOPER WORKS,0,1, -   , 1.000000 
1541,MINI,COOPER CONVERTIBLE,S,0,2, -   , 1.000000 
1542,MINI,COOPER COUNTRYMAN,4DR FWD,0,1, -   , 1.000000 
1543,MINI,COOPER COUNTRYMAN,S,0,5, -   , 1.000000 
1544,MINI,COOPER COUPE,S,0,1, -   , 1.000000 
1545,MINI,COOPER HARDTOP,2DR,0,1, -   , 1.000000 
1546,MINI,COOPER HARDTOP,JOHN COOPER WORKS,0,1, -   , 1.000000 
1547,MINI,COOPER HARDTOP,S,0,5, -   , 1.000000 
1548,MINI,COOPER HARDTOP,,0,5, -   , 1.000000 
1549,MITSUBISHI,ECLIPSE,GS,0,5, -   , 1.000000 
1550,MITSUBISHI,ECLIPSE,GS SPT,0,2, -   , 1.000000 
1551,MITSUBISHI,ECLIPSE,GT,0,1, -   , 1.000000 
1552,MITSUBISHI,ECLIPSE,GTS,0,1, -   , 1.000000 
1553,MITSUBISHI,ECLIPSE,SE,0,2, -   , 1.000000 
1554,MITSUBISHI,ENDEAVOR,LS,0,8, -   , 1.000000 
1555,MITSUBISHI,ENDEAVOR,LS AWD,0,5, -   , 1.000000 
1556,MITSUBISHI,ENDEAVOR,SE,0,2, -   , 1.000000 
1557,MITSUBISHI,GALANT,ES,0,1, -   , 1.000000 
1558,MITSUBISHI,LANCER,ES,0,2, -   , 1.000000 
1559,MITSUBISHI,LANCER,ES SPT,0,1, -   , 1.000000 
1560,MITSUBISHI,LANCER,GTS,0,1, -   , 1.000000 
1561,MITSUBISHI,LANCER,RALLIART,0,1, -   , 1.000000 
1562,MITSUBISHI,MONTERO SPORT,LS,0,1, -   , 1.000000 
1563,MITSUBISHI,OUTLANDER,SE,0,1, -   , 1.000000 
1564,MITSUBISHI,OUTLANDER SPORT,SE,0,2, -   , 1.000000 
1565,NISSAN,350Z,TOURING,0,1, -   , 1.000000 
1566,NISSAN,350Z,,0,2, -   , 1.000000 
1567,NISSAN,370Z,COUPE,0,1, -   , 1.000000 
1568,NISSAN,370Z,,0,2, -   , 1.000000 
1569,NISSAN,ALTIMA,2.5,0,2, -   , 1.000000 
1570,NISSAN,ALTIMA,2.5 S,0,36, -   , 1.000000 
1571,NISSAN,ALTIMA,2.5 SL,0,36, -   , 1.000000 
1572,NISSAN,ALTIMA,3.5 SE,0,3, -   , 1.000000 
1573,NISSAN,ALTIMA,3.5 SL,0,1, -   , 1.000000 
1574,NISSAN,ALTIMA,3.5 SR,0,3, -   , 1.000000 
1575,NISSAN,ALTIMA,4DR SDN I4 2.5 CVT,0,1, -   , 1.000000 
1576,NISSAN,ALTIMA,S,0,5, -   , 1.000000 
1577,NISSAN,ALTIMA,SL,0,1, -   , 1.000000 
1578,NISSAN,ALTIMA,SV,0,1, -   , 1.000000 
1579,NISSAN,ALTIMA,,0,10, -   , 1.000000 
1580,NISSAN,ARMADA,PLATINUM,0,1, -   , 1.000000 
1581,NISSAN,ARMADA,SE,0,1, -   , 1.000000 
1582,NISSAN,ARMADA,SV,0,1, -   , 1.000000 
1583,NISSAN,ARMADA,,0,2, -   , 1.000000 
1584,NISSAN,CUBE,1.8 BASE,0,1, -   , 1.000000 
1585,NISSAN,CUBE,1.8 S,0,1, -   , 1.000000 
1586,NISSAN,CUBE,1.8 S HB,0,5, -   , 1.000000 
1587,NISSAN,CUBE,1.8 SL,0,1, -   , 1.000000 
1588,NISSAN,CUBE,1.8 SL HB,0,1, -   , 1.000000 
1589,NISSAN,FRONTIER,SE,0,1, -   , 1.000000 
1590,NISSAN,FRONTIER,SV,0,1, -   , 1.000000 
1591,NISSAN,FRONTIER,,0,4, -   , 1.000000 
1592,NISSAN,FRONTIER,XE,0,1, -   , 1.000000 
1593,NISSAN,JUKE,SL,0,2, -   , 1.000000 
1594,NISSAN,JUKE,,0,3, -   , 1.000000 
1595,NISSAN,LEAF,SL HB,0,1, -   , 1.000000 
1596,NISSAN,LEAF,SL HYBRID HB,0,1, -   , 1.000000 
1597,NISSAN,MAXIMA,3.5 S,0,21, -   , 1.000000 
1598,NISSAN,MAXIMA,3.5 SE,0,1, -   , 1.000000 
1599,NISSAN,MAXIMA,3.5 SL,0,1, -   , 1.000000 
1600,NISSAN,MAXIMA,3.5 SV,0,24, -   , 1.000000 
1601,NISSAN,MAXIMA,GLE,0,1, -   , 1.000000 
1602,NISSAN,MAXIMA,GXE,0,1, -   , 1.000000 
1603,NISSAN,MAXIMA,SL,0,1, -   , 1.000000 
1604,NISSAN,MAXIMA,,0,3, -   , 1.000000 
1605,NISSAN,MURANO,LE,0,1, -   , 1.000000 
1606,NISSAN,MURANO,S,0,7, -   , 1.000000 
1607,NISSAN,MURANO,S AWD,0,7, -   , 1.000000 
1608,NISSAN,MURANO,SL,0,5, -   , 1.000000 
1609,NISSAN,MURANO,SL AWD,0,4, -   , 1.000000 
1610,NISSAN,MURANO,SV AWD,0,1, -   , 1.000000 
1611,NISSAN,MURANO,,0,4, -   , 1.000000 
1612,NISSAN,PATHFINDER,4DR SV V6 4WD,0,1, -   , 1.000000 
1613,NISSAN,PATHFINDER,S,0,2, -   , 1.000000 
1614,NISSAN,PATHFINDER,S 4WD,0,1, -   , 1.000000 
1615,NISSAN,PATHFINDER,,0,1, -   , 1.000000 
1616,NISSAN,QUEST,S,0,6, -   , 1.000000 
1617,NISSAN,QUEST,SE,0,1, -   , 1.000000 
1618,NISSAN,QUEST,SL,0,2, -   , 1.000000 
1619,NISSAN,ROGUE,KROM,0,1, -   , 1.000000 
1620,NISSAN,ROGUE,S,0,9, -   , 1.000000 
1621,NISSAN,ROGUE,S AWD,0,13, -   , 1.000000 
1622,NISSAN,ROGUE,SL,0,2, -   , 1.000000 
1623,NISSAN,ROGUE,SL AWD,0,3, -   , 1.000000 
1624,NISSAN,ROGUE,SV,0,2, -   , 1.000000 
1625,NISSAN,ROGUE,,0,1, -   , 1.000000 
1626,NISSAN,SENTRA,2,0,8, -   , 1.000000 
1627,NISSAN,SENTRA,2.0 S,0,12, -   , 1.000000 
1628,NISSAN,SENTRA,2.0 SL,0,1, -   , 1.000000 
1629,NISSAN,SENTRA,2.0 SR,0,9, -   , 1.000000 
1630,NISSAN,SENTRA,GXE,0,1, -   , 1.000000 
1631,NISSAN,SENTRA,,0,3, -   , 1.000000 
1632,NISSAN,TITAN,CREW CAB SE,0,1, -   , 1.000000 
1633,NISSAN,TITAN,CREW CAB SV,0,1, -   , 1.000000 
1634,NISSAN,TITAN,CREW CAB XE,0,1, -   , 1.000000 
1635,NISSAN,TITAN,KING CAB SE,0,1, -   , 1.000000 
1636,NISSAN,TITAN,PRO-4X,0,1, -   , 1.000000 
1637,NISSAN,TITAN,S,0,1, -   , 1.000000 
1638,NISSAN,TITAN,SE,0,2, -   , 1.000000 
1639,NISSAN,TITAN,SV,0,1, -   , 1.000000 
1640,NISSAN,TITAN,XE,0,2, -   , 1.000000 
1641,NISSAN,TITAN,,0,3, -   , 1.000000 
1642,NISSAN,VERSA,1.8 S,0,3, -   , 1.000000 
1643,NISSAN,VERSA,S,0,3, -   , 1.000000 
1644,NISSAN,VERSA,S HB,0,8, -   , 1.000000 
1645,NISSAN,VERSA,SL,0,1, -   , 1.000000 
1646,NISSAN,VERSA,SV,0,3, -   , 1.000000 
1647,NISSAN,VERSA,,0,5, -   , 1.000000 
1648,NISSAN,XTERRA,S,0,2, -   , 1.000000 
1649,NISSAN,XTERRA,SE,0,1, -   , 1.000000 
1650,NISSAN,XTERRA,,0,1, -   , 1.000000 
1651,OLDSMOBILE,ALERO,GL,0,1, -   , 1.000000 
1652,OLDSMOBILE,ALERO,GX,0,1, -   , 1.000000 
1653,OLDSMOBILE,INTRIGUE,GL,0,1, -   , 1.000000 
1654,OLDSMOBILE,INTRIGUE,GX,0,1, -   , 1.000000 
1655,PLYMOUTH,NEON,HIGHLINE,0,1, -   , 1.000000 
1656,PONTIAC,AZTEK,AWD,0,1, -   , 1.000000 
1657,PONTIAC,AZTEK,,0,1, -   , 1.000000 
1658,PONTIAC,G6,GT,0,2, -   , 1.000000 
1659,PONTIAC,G6,GT CONV,0,1, -   , 1.000000 
1660,PONTIAC,GRAND AM,SE1,0,1, -   , 1.000000 
1661,PONTIAC,GRAND PRIX,GT,0,2, -   , 1.000000 
1662,PONTIAC,GRAND PRIX,GXP,0,1, -   , 1.000000 
1663,PONTIAC,GRAND PRIX,SE,0,1, -   , 1.000000 
1664,PONTIAC,GRAND PRIX,,0,3, -   , 1.000000 
1665,PONTIAC,MONTANA,,0,1, -   , 1.000000 
1666,PONTIAC,SOLSTICE,CONV,0,1, -   , 1.000000 
1667,PONTIAC,SUNFIRE,BASE,0,1, -   , 1.000000 
1668,PONTIAC,VIBE,,0,1, -   , 1.000000 
1669,PORSCHE,911,4S CABRIOLET,0,1, -   , 1.000000 
1670,PORSCHE,911,CARRERA 2 COUPE,0,1, -   , 1.000000 
1671,PORSCHE,911,CARRERA 4 COUPE,0,1, -   , 1.000000 
1672,PORSCHE,911,CARRERA GTS,0,1, -   , 1.000000 
1673,PORSCHE,911,CARRS,0,1, -   , 1.000000 
1674,PORSCHE,911,CBKED,0,1, -   , 1.000000 
1675,PORSCHE,911,S CABRIOLET,0,1, -   , 1.000000 
1676,PORSCHE,911,S CABRIOLET CONV,0,1, -   , 1.000000 
1677,PORSCHE,911,S TURBO,0,1, -   , 1.000000 
1678,PORSCHE,911,TURB0,0,1, -   , 1.000000 
1679,PORSCHE,911,,0,1, -   , 1.000000 
1680,PORSCHE,BOXSTER,CONV,0,2, -   , 1.000000 
1681,PORSCHE,CAYENNE,AWD,0,4, -   , 1.000000 
1682,PORSCHE,CAYENNE,GTS AWD,0,2, -   , 1.000000 
1683,PORSCHE,CAYENNE,HYBRID S,0,1, -   , 1.000000 
1684,PORSCHE,CAYENNE,S AWD,0,3, -   , 1.000000 
1685,PORSCHE,CAYENNE,S TITANIUM,0,1, -   , 1.000000 
1686,PORSCHE,CAYENNE,R,0,1, -   , 1.000000 
1687,PORSCHE,PANAMERA,4,0,1, -   , 1.000000 
1688,PORSCHE,PANAMERA,4S,0,2, -   , 1.000000 
1689,PORSCHE,PANAMERA,S HB,0,1, -   , 1.000000 
1690,RAM,1500,QUAD CAB SLT,0,1, -   , 1.000000 
1691,RAM,3500,SLT,0,1, -   , 1.000000 
1692,RAM,3500,ST 4X4,0,1, -   , 1.000000 
1693,SAAB,900,SE,0,1, -   , 1.000000 
1694,SAAB,42250,4DR SDN SPT,0,1, -   , 1.000000 
1695,SAAB,42250,CONV AERO,0,1, -   , 1.000000 
1696,SAAB,42252,AERO,0,1, -   , 1.000000 
1697,SATURN,ASTRA,XR,0,1, -   , 1.000000 
1698,SATURN,AURA,XE,0,1, -   , 1.000000 
1699,SATURN,AURA,XR,0,1, -   , 1.000000 
1700,SATURN,ION,ION 3,0,1, -   , 1.000000 
1701,SATURN,OUTLOOK,XE,0,1, -   , 1.000000 
