NUMBER,STD_MAKE,STD_MODEL,STD_TRIM,COUNT_NEW,COUNT_ALL, PCT_NEW , CUM_PCT_NEW 
1,FORD,F150,XLT,481,520, 0.046295 , 0.046295 
2,CHEVROLET,SILVERADO 1500,LT,373,431, 0.035900 , 0.082194 
3,FORD,FOCUS,SE,159,188, 0.015303 , 0.097498 
4,CHEVROLET,CRUZE,1LT,157,157, 0.015111 , 0.112608 
5,FORD,F150,LARIAT,136,152, 0.013090 , 0.125698 
6,RAM,1500,TRADESMAN,136,136, 0.013090 , 0.138787 
7,FORD,ESCAPE,SE,135,140, 0.012993 , 0.151781 
8,FORD,FUSION,SE,133,169, 0.012801 , 0.164581 
9,VOLVO,S60,,123,128, 0.011838 , 0.176420 
10,VOLVO,XC60,,110,110, 0.010587 , 0.187007 
11,FORD,ECONOLINE,,100,107, 0.009625 , 0.196631 
12,FORD,TRANSIT CONNECT,XLT,99,100, 0.009528 , 0.206160 
13,MERCEDES-BENZ,C,,97,103, 0.009336 , 0.215496 
14,CHEVROLET,EQUINOX,LS,96,107, 0.009240 , 0.224735 
15,RAM,1500,EXPRESS,90,91, 0.008662 , 0.233397 
16,VOLVO,S60,T5,89,97, 0.008566 , 0.241963 
17,CHEVROLET,EQUINOX,LT,87,100, 0.008373 , 0.250337 
18,FORD,F150,FX2,86,86, 0.008277 , 0.258614 
19,FORD,F150,PLATINUM,85,93, 0.008181 , 0.266795 
20,CHEVROLET,SILVERADO 1500,WORK TRUCK,81,88, 0.007796 , 0.274591 
21,RAM,2500,TRADESMAN,80,80, 0.007700 , 0.282291 
22,CHEVROLET,CRUZE,LS,78,79, 0.007507 , 0.289798 
23,FORD,EDGE,SEL,78,94, 0.007507 , 0.297305 
24,RAM,1500,,77,82, 0.007411 , 0.304716 
25,DODGE,AVENGER,SE,76,83, 0.007315 , 0.312031 
26,CHEVROLET,MALIBU,LT,75,105, 0.007218 , 0.319249 
27,RAM,1500,SLT,75,86, 0.007218 , 0.326468 
28,BMW,5 SERIES,528I,72,95, 0.006930 , 0.333397 
29,FORD,EXPEDITION,LIM,68,76, 0.006545 , 0.339942 
30,FORD,F150,FX4,68,71, 0.006545 , 0.346487 
31,MAZDA,MAZDA3,I TOURING,66,70, 0.006352 , 0.352839 
32,BMW,3 SERIES,328I,65,151, 0.006256 , 0.359095 
33,FORD,F150,STX,64,67, 0.006160 , 0.365255 
34,CHEVROLET,SILVERADO 2500,WORK TRUCK,63,63, 0.006064 , 0.371319 
35,FORD,EXPEDITION,XLT,63,73, 0.006064 , 0.377382 
36,FORD,F150,XL,61,68, 0.005871 , 0.383253 
37,FORD,F250,LARIAT,60,68, 0.005775 , 0.389028 
38,FORD,F250,XL,59,61, 0.005679 , 0.394706 
39,FORD,EDGE,LIM,56,76, 0.005390 , 0.400096 
40,FORD,F150,KING RANCH,55,62, 0.005294 , 0.405390 
41,CHEVROLET,IMPALA,LT,54,69, 0.005197 , 0.410587 
42,CHEVROLET,TAHOE,LTZ,54,60, 0.005197 , 0.415784 
43,CHEVROLET,TRAVERSE,LT,54,65, 0.005197 , 0.420982 
44,FORD,FIESTA,SE,54,61, 0.005197 , 0.426179 
45,CHEVROLET,CAMARO,SS,53,53, 0.005101 , 0.431280 
46,RAM,2500,,53,55, 0.005101 , 0.436381 
47,CHEVROLET,SONIC,LT,52,59, 0.005005 , 0.441386 
48,GMC,SIERRA 1500,SLE,52,65, 0.005005 , 0.446391 
49,FORD,MUSTANG,V6,51,65, 0.004909 , 0.451299 
50,CHEVROLET,SILVERADO 2500,LT,50,54, 0.004812 , 0.456112 
51,CHRYSLER,200,TOURING,50,58, 0.004812 , 0.460924 
52,SUBARU,OUTBACK,2.5I PREM,50,63, 0.004812 , 0.465736 
53,CHEVROLET,CAMARO,LT,48,48, 0.004620 , 0.470356 
54,TOYOTA,CAMRY,SE,48,59, 0.004620 , 0.474976 
55,FORD,EXPLORER,XLT,47,73, 0.004524 , 0.479500 
56,FORD,EDGE,SE,46,53, 0.004427 , 0.483927 
57,HYUNDAI,ELANTRA,,45,47, 0.004331 , 0.488258 
58,FORD,F150,,44,91, 0.004235 , 0.492493 
59,CHEVROLET,TAHOE,LT,43,54, 0.004139 , 0.496631 
60,FORD,F250,KING RANCH,43,43, 0.004139 , 0.500770 
61,FORD,MUSTANG,GT PREM,41,48, 0.003946 , 0.504716 
62,CHEVROLET,MALIBU,LS,39,59, 0.003754 , 0.508470 
63,JEEP,GRAND CHEROKEE,LAREDO,39,49, 0.003754 , 0.512223 
64,JEEP,GRAND CHEROKEE,LIM,39,43, 0.003754 , 0.515977 
65,RAM,1500,LONE STAR,39,39, 0.003754 , 0.519731 
66,AUDI,A4,PREM,37,53, 0.003561 , 0.523292 
67,CHEVROLET,TAHOE,LS,37,43, 0.003561 , 0.526853 
68,FORD,EXPEDITION,KING RANCH,37,39, 0.003561 , 0.530414 
69,FORD,F150,XLT 4X4,37,38, 0.003561 , 0.533975 
70,VOLVO,XC90,,37,43, 0.003561 , 0.537536 
71,CHEVROLET,SILVERADO 1500,LTZ,35,43, 0.003369 , 0.540905 
72,DODGE,CHARGER,SE,35,54, 0.003369 , 0.544273 
73,FORD,FOCUS,TITANIUM,35,36, 0.003369 , 0.547642 
74,SUBARU,OUTBACK,2.5I LIM,35,38, 0.003369 , 0.551011 
75,CHEVROLET,CAMARO,LS,34,34, 0.003272 , 0.554283 
76,FORD,F250,XLT,34,36, 0.003272 , 0.557555 
77,FORD,F350,LARIAT,34,36, 0.003272 , 0.560828 
78,CHEVROLET,MALIBU,ECO,33,35, 0.003176 , 0.564004 
79,MERCEDES-BENZ,E,E350,33,47, 0.003176 , 0.567180 
80,TOYOTA,CAMRY,LE,33,103, 0.003176 , 0.570356 
81,BMW,5 SERIES,535I,32,50, 0.003080 , 0.573436 
82,VOLKSWAGEN,JETTA,SE,31,45, 0.002984 , 0.576420 
83,CHEVROLET,TRAVERSE,LS,30,31, 0.002887 , 0.579307 
84,FORD,F350,XLT,30,31, 0.002887 , 0.582194 
85,LAND ROVER,RANGE ROVER SPORT,HSE,30,34, 0.002887 , 0.585082 
86,RAM,3500,ST,30,31, 0.002887 , 0.587969 
87,FORD,MUSTANG,V6 PREM,29,37, 0.002791 , 0.590760 
88,BMW,X5,35I PREM,28,29, 0.002695 , 0.593455 
89,FORD,ESCAPE,SEL,28,36, 0.002695 , 0.596150 
90,FORD,TAURUS,SEL,28,37, 0.002695 , 0.598845 
91,RAM,2500,LARAMIE LONGHORN,28,29, 0.002695 , 0.601540 
92,JAGUAR,XF,I4 RWD,27,30, 0.002599 , 0.604139 
93,MAZDA,MAZDA3,I SV,27,27, 0.002599 , 0.606737 
94,DODGE,GRAND CARAVAN,SE,26,31, 0.002502 , 0.609240 
95,LAND ROVER,RANGE ROVER SPORT,HSE LUX,26,26, 0.002502 , 0.611742 
96,MAZDA,MAZDA3,I SPT,26,34, 0.002502 , 0.614244 
97,VOLVO,S80,,26,27, 0.002502 , 0.616747 
98,DODGE,AVENGER,SXT,25,36, 0.002406 , 0.619153 
99,FORD,MUSTANG,GT,25,40, 0.002406 , 0.621559 
100,FORD,MUSTANG,,25,35, 0.002406 , 0.623965 
101,GMC,SIERRA 2500,SLT,25,25, 0.002406 , 0.626372 
102,TOYOTA,PRIUS,WARNER BROS,25,27, 0.002406 , 0.628778 
103,CHRYSLER,300,,24,25, 0.002310 , 0.631088 
104,DODGE,DART,SE,24,24, 0.002310 , 0.633397 
105,DODGE,DART,SXT,24,24, 0.002310 , 0.635707 
106,TOYOTA,PRIUS,V6 PREM,24,25, 0.002310 , 0.638017 
107,VOLKSWAGEN,JETTA,TDI,24,31, 0.002310 , 0.640327 
108,DODGE,CHALLENGER,,23,24, 0.002214 , 0.642541 
109,FORD,EXPLORER,LIM,23,36, 0.002214 , 0.644755 
110,FORD,F150,PLATINUM 4X4 ECOBOOST,23,23, 0.002214 , 0.646968 
111,JEEP,COMPASS,SPT,23,32, 0.002214 , 0.649182 
112,LINCOLN,MKX,,23,39, 0.002214 , 0.651396 
113,VOLVO,C70,,23,24, 0.002214 , 0.653609 
114,VOLVO,XC70,,23,31, 0.002214 , 0.655823 
115,FORD,ESCAPE,TITANIUM,22,22, 0.002117 , 0.657940 
116,GMC,SIERRA 2500,SLE,22,22, 0.002117 , 0.660058 
117,HYUNDAI,ELANTRA,LIM PZEV,22,22, 0.002117 , 0.662175 
118,SUBARU,OUTBACK,3.6R LIM,22,22, 0.002117 , 0.664293 
119,BMW,7 SERIES,740I,21,22, 0.002021 , 0.666314 
120,CHEVROLET,SILVERADO 1500,LS,21,36, 0.002021 , 0.668335 
121,DODGE,DURANGO,SXT,21,22, 0.002021 , 0.670356 
122,HYUNDAI,SONATA,GLS PZEV,21,21, 0.002021 , 0.672377 
123,MERCEDES-BENZ,M,ML350,21,27, 0.002021 , 0.674398 
124,TOYOTA,COROLLA,LE,21,43, 0.002021 , 0.676420 
125,VOLVO,XC60,3.2,21,21, 0.002021 , 0.678441 
126,BMW,6 SERIES,650I,20,23, 0.001925 , 0.680366 
127,CHEVROLET,MALIBU,LTZ,20,27, 0.001925 , 0.682291 
128,CHEVROLET,SUBURBAN,LT,20,25, 0.001925 , 0.684216 
129,FORD,CMAX HYBRID,SEL,20,20, 0.001925 , 0.686141 
130,FORD,FLEX,LIM,20,31, 0.001925 , 0.688065 
131,GMC,SIERRA 1500,SLT,20,24, 0.001925 , 0.689990 
132,LINCOLN,MKZ,,20,31, 0.001925 , 0.691915 
133,MAZDA,MAZDA3,I GRAND TOURING,20,20, 0.001925 , 0.693840 
134,CHEVROLET,CRUZE,2LT,19,19, 0.001829 , 0.695669 
135,FORD,F150,FX4 ECOBOOST,19,19, 0.001829 , 0.697498 
136,BMW,X1,28I,18,18, 0.001732 , 0.699230 
137,DODGE,JOURNEY,SXT,18,32, 0.001732 , 0.700962 
138,FORD,CMAX HYBRID,SE,18,18, 0.001732 , 0.702695 
139,FORD,F150,XLT 4X4 ECOBOOST,18,19, 0.001732 , 0.704427 
140,FORD,FOCUS,ST,18,18, 0.001732 , 0.706160 
141,FORD,F350,XL,18,19, 0.001732 , 0.707892 
142,GMC,TERRAIN,SLE,18,19, 0.001732 , 0.709625 
143,JAGUAR,XJ,BASE,18,20, 0.001732 , 0.711357 
144,JEEP,WRANGLER UNLIMITED,SPT,18,21, 0.001732 , 0.713090 
145,TOYOTA,CAMRY,XLE,18,33, 0.001732 , 0.714822 
146,AUDI,Q5,PREM +S,17,22, 0.001636 , 0.716458 
147,CHRYSLER,300,300S,17,19, 0.001636 , 0.718094 
148,FORD,F150,LIM 4X4 ECOBOOST,17,17, 0.001636 , 0.719731 
149,FORD,FUSION,TITANIUM,17,17, 0.001636 , 0.721367 
150,FORD,F350,KING RANCH,17,21, 0.001636 , 0.723003 
151,GMC,SIERRA 1500,WORK TRUCK,17,17, 0.001636 , 0.724639 
152,MERCEDES-BENZ,CLS,CLS550,17,22, 0.001636 , 0.726275 
153,RAM,2500,ST,17,19, 0.001636 , 0.727911 
154,VOLKSWAGEN,PASSAT,TDI SE,17,17, 0.001636 , 0.729548 
155,CHEVROLET,VOLT,,16,16, 0.001540 , 0.731088 
156,CHRYSLER,300,300C,16,20, 0.001540 , 0.732628 
157,DODGE,CHARGER,RT,16,20, 0.001540 , 0.734167 
158,GMC,YUKON,SLT,16,25, 0.001540 , 0.735707 
159,HYUNDAI,ACCENT,GS,16,16, 0.001540 , 0.737247 
160,HYUNDAI,ELANTRA,GLS PZEV,16,16, 0.001540 , 0.738787 
161,JEEP,WRANGLER,SPT,16,16, 0.001540 , 0.740327 
162,RAM,2500,LARAMIE,16,16, 0.001540 , 0.741867 
163,SUBARU,XV CROSSTREK,PREM,16,16, 0.001540 , 0.743407 
164,TOYOTA,HIGHLANDER,LIM,16,23, 0.001540 , 0.744947 
165,VOLVO,XC60,T6,16,16, 0.001540 , 0.746487 
166,CHEVROLET,CRUZE,LTZ,15,15, 0.001444 , 0.747931 
167,CHEVROLET,SPARK,LT,15,15, 0.001444 , 0.749374 
168,FORD,ESCAPE,S,15,15, 0.001444 , 0.750818 
169,FORD,F150,LIM,15,15, 0.001444 , 0.752262 
170,VOLKSWAGEN,GTI,,15,16, 0.001444 , 0.753705 
171,VOLKSWAGEN,TIGUAN,SE,15,17, 0.001444 , 0.755149 
172,AUDI,A5,PREM,14,14, 0.001347 , 0.756497 
173,CHEVROLET,EXPRESS,,14,15, 0.001347 , 0.757844 
174,CHEVROLET,SPARK,LS,14,15, 0.001347 , 0.759192 
175,CHEVROLET,SUBURBAN,LS,14,17, 0.001347 , 0.760539 
176,CHEVROLET,SUBURBAN,LTZ,14,17, 0.001347 , 0.761886 
177,JAGUAR,XJ,XJL PORTFOLIO,14,14, 0.001347 , 0.763234 
178,MERCEDES-BENZ,E,,14,23, 0.001347 , 0.764581 
179,TOYOTA,SIENNA,XLE,14,18, 0.001347 , 0.765929 
180,AUDI,A5,PREM +S,13,14, 0.001251 , 0.767180 
181,FORD,FUSION,S,13,14, 0.001251 , 0.768431 
182,GMC,ACADIA,SLE,13,13, 0.001251 , 0.769682 
183,GMC,SIERRA 2500,WORK TRUCK,13,14, 0.001251 , 0.770934 
184,HYUNDAI,AZERA,,13,13, 0.001251 , 0.772185 
185,HYUNDAI,SONATA,LIM PZEV,13,13, 0.001251 , 0.773436 
186,JEEP,PATRIOT,SPT,13,26, 0.001251 , 0.774687 
187,LAND ROVER,LR4,HSE,13,13, 0.001251 , 0.775938 
188,LINCOLN,NAVIGATOR,,13,32, 0.001251 , 0.777190 
189,RAM,3500,,13,13, 0.001251 , 0.778441 
190,VOLKSWAGEN,CC,SPT,13,32, 0.001251 , 0.779692 
191,VOLVO,C30,T5,13,13, 0.001251 , 0.780943 
192,AUDI,A4,PREM +S,12,13, 0.001155 , 0.782098 
193,AUDI,S4,PREM +S,12,14, 0.001155 , 0.783253 
194,BMW,7 SERIES,740LI,12,17, 0.001155 , 0.784408 
195,BMW,X3,28I,12,13, 0.001155 , 0.785563 
196,CHEVROLET,TRAVERSE,LTZ,12,12, 0.001155 , 0.786718 
197,FORD,F150,PLATINUM 4X4,12,15, 0.001155 , 0.787873 
198,JAGUAR,XF,V6 RWD,12,15, 0.001155 , 0.789028 
199,PORSCHE,911,S,12,14, 0.001155 , 0.790183 
200,RAM,1500,LARAMIE LONGHORN,12,13, 0.001155 , 0.791338 
201,VOLVO,C70,T5,12,19, 0.001155 , 0.792493 
202,BMW,7 SERIES,750LI,11,24, 0.001059 , 0.793551 
203,CHEVROLET,SONIC,LS,11,11, 0.001059 , 0.794610 
204,CHRYSLER,200,LX,11,15, 0.001059 , 0.795669 
205,CHRYSLER,TOWN & COUNTRY,TOURING,11,27, 0.001059 , 0.796728 
206,CHRYSLER,TOWN & COUNTRY,TOURING-L,11,11, 0.001059 , 0.797786 
207,DODGE,CHALLENGER,SXT,11,11, 0.001059 , 0.798845 
208,FORD,FIESTA,S,11,11, 0.001059 , 0.799904 
209,FORD,FLEX,SEL,11,21, 0.001059 , 0.800962 
210,FORD,F250,,11,23, 0.001059 , 0.802021 
211,FORD,TAURUS,SE,11,15, 0.001059 , 0.803080 
212,FORD,TAURUS,SHO,11,15, 0.001059 , 0.804139 
213,GMC,SIERRA 2500,DENALI,11,12, 0.001059 , 0.805197 
214,HYUNDAI,SANTA FE,2.0T SPT,11,11, 0.001059 , 0.806256 
215,HYUNDAI,VELOSTER,,11,11, 0.001059 , 0.807315 
216,JAGUAR,XF,V8 SUPERCHARGED RWD,11,11, 0.001059 , 0.808373 
217,JEEP,GRAND CHEROKEE,OVERLAND,11,12, 0.001059 , 0.809432 
218,KIA,OPTIMA,,11,11, 0.001059 , 0.810491 
219,MERCEDES-BENZ,C,C250 SPT,11,13, 0.001059 , 0.811550 
220,MERCEDES-BENZ,S,S550,11,15, 0.001059 , 0.812608 
221,RAM,3500,LARAMIE LONGHORN,11,11, 0.001059 , 0.813667 
222,SUBARU,LEGACY,2.5I LIM,11,11, 0.001059 , 0.814726 
223,SUBARU,LEGACY,2.5I PREM,11,16, 0.001059 , 0.815784 
224,TOYOTA,TACOMA,PRERUNNER,11,22, 0.001059 , 0.816843 
225,VOLVO,C30,,11,11, 0.001059 , 0.817902 
226,BENTLEY,CONTINENTAL GT V8,,10,11, 0.000962 , 0.818864 
227,BMW,3 SERIES,335I,10,24, 0.000962 , 0.819827 
228,BMW,7 SERIES,750I,10,17, 0.000962 , 0.820789 
229,BUICK,VERANO,,10,11, 0.000962 , 0.821752 
230,DODGE,AVENGER,SE V6,10,10, 0.000962 , 0.822714 
231,DODGE,GRAND CARAVAN,SXT,10,29, 0.000962 , 0.823677 
232,FORD,EDGE,SPT,10,14, 0.000962 , 0.824639 
233,FORD,F150,PLATINUM ECOBOOST,10,10, 0.000962 , 0.825602 
234,FORD,TRANSIT CONNECT,XL,10,10, 0.000962 , 0.826564 
235,GMC,ACADIA,SLT,10,11, 0.000962 , 0.827526 
236,GMC,TERRAIN,SLT,10,11, 0.000962 , 0.828489 
237,PORSCHE,CAYENNE,DIESEL,10,10, 0.000962 , 0.829451 
238,PORSCHE,CAYENNE,GTS,10,11, 0.000962 , 0.830414 
239,RAM,1500,LARAMIE,10,12, 0.000962 , 0.831376 
240,RAM,1500,OUTDOORSMAN,10,10, 0.000962 , 0.832339 
241,RAM,1500,ST,10,22, 0.000962 , 0.833301 
242,ROLLS-ROYCE,GHOST,,10,11, 0.000962 , 0.834264 
243,SUBARU,FORESTER,2.5I PREM,10,10, 0.000962 , 0.835226 
244,SUBARU,XV CROSSTREK,LIM,10,10, 0.000962 , 0.836189 
245,VOLKSWAGEN,BEETLE,2.5L,10,11, 0.000962 , 0.837151 
246,CHEVROLET,CRUZE,ECO,9,11, 0.000866 , 0.838017 
247,CHEVROLET,SILVERADO 2500,LTZ,9,10, 0.000866 , 0.838884 
248,DODGE,CHALLENGER,BASE,9,13, 0.000866 , 0.839750 
249,FORD,F150,LARIAT ECOBOOST,9,9, 0.000866 , 0.840616 
250,GMC,ACADIA,DENALI,9,9, 0.000866 , 0.841482 
251,GMC,YUKON,DENALI,9,13, 0.000866 , 0.842348 
252,HONDA,CIVIC,LX,9,23, 0.000866 , 0.843215 
253,MAZDA,CX5,SPT,9,9, 0.000866 , 0.844081 
254,MERCEDES-BENZ,SL,SL550,9,10, 0.000866 , 0.844947 
255,PORSCHE,911,CARR,9,9, 0.000866 , 0.845813 
256,TOYOTA,4RUNNER,LIM,9,12, 0.000866 , 0.846679 
257,TOYOTA,SIENNA,LE,9,25, 0.000866 , 0.847546 
258,TOYOTA,TUNDRA,,9,12, 0.000866 , 0.848412 
259,VOLKSWAGEN,PASSAT,S,9,17, 0.000866 , 0.849278 
260,BMW,X5,35D,8,9, 0.000770 , 0.850048 
261,CADILLAC,XTS,PREM,8,8, 0.000770 , 0.850818 
262,CHEVROLET,AVALANCHE,LTZ,8,13, 0.000770 , 0.851588 
263,CHEVROLET,IMPALA,LS,8,12, 0.000770 , 0.852358 
264,CHEVROLET,SILVERADO 3500,LTZ,8,8, 0.000770 , 0.853128 
265,CHEVROLET,SILVERADO 3500,WORK TRUCK,8,8, 0.000770 , 0.853898 
266,DODGE,JOURNEY,SE,8,11, 0.000770 , 0.854668 
267,FORD,F150,XLT ECOBOOST,8,8, 0.000770 , 0.855438 
268,FORD,FOCUS,S,8,8, 0.000770 , 0.856208 
269,FORD,F250,XL 4X4,8,8, 0.000770 , 0.856978 
270,FORD,F250,XLT 4X4,8,8, 0.000770 , 0.857748 
271,HONDA,PILOT,EX-L,8,12, 0.000770 , 0.858518 
272,HYUNDAI,ACCENT,GLS,8,13, 0.000770 , 0.859288 
273,HYUNDAI,SONATA,SE,8,9, 0.000770 , 0.860058 
274,JAGUAR,XF,V6 AWD,8,8, 0.000770 , 0.860828 
275,JAGUAR,XK,XKR,8,8, 0.000770 , 0.861598 
276,JEEP,COMPASS,LATITUDE,8,10, 0.000770 , 0.862368 
277,KIA,OPTIMA,EX,8,12, 0.000770 , 0.863138 
278,MAZDA,CX5,GRAND TOURING,8,8, 0.000770 , 0.863908 
279,MERCEDES-BENZ,C,C250,8,24, 0.000770 , 0.864678 
280,RAM,2500,SLT,8,8, 0.000770 , 0.865448 
281,SUBARU,FORESTER,2.5I LIM,8,8, 0.000770 , 0.866218 
282,SUBARU,IMPREZA,PREM,8,8, 0.000770 , 0.866987 
283,SUBARU,IMPREZA,2.0I PREM,8,8, 0.000770 , 0.867757 
284,TOYOTA,AVALON,LIM,8,8, 0.000770 , 0.868527 
285,TOYOTA,PRIUS,FIVE,8,8, 0.000770 , 0.869297 
286,TOYOTA,PRIUS,PERSONA,8,8, 0.000770 , 0.870067 
287,TOYOTA,RAV4,XLE,8,8, 0.000770 , 0.870837 
288,VOLKSWAGEN,GOLF,TDI,8,8, 0.000770 , 0.871607 
289,VOLKSWAGEN,JETTA,SEL,8,9, 0.000770 , 0.872377 
290,VOLVO,S60,T6,8,10, 0.000770 , 0.873147 
291,AUDI,S5,PREM +S,7,9, 0.000674 , 0.873821 
292,CHEVROLET,CAMARO,ZL1,7,7, 0.000674 , 0.874495 
293,CHEVROLET,IMPALA,LTZ,7,16, 0.000674 , 0.875168 
294,DODGE,CHARGER,SXT,7,16, 0.000674 , 0.875842 
295,DODGE,CHARGER,,7,8, 0.000674 , 0.876516 
296,DODGE,DART,LIM,7,7, 0.000674 , 0.877190 
297,FORD,EXPLORER,BASE,7,7, 0.000674 , 0.877863 
298,FORD,EXPLORER,,7,10, 0.000674 , 0.878537 
299,FORD,F150,FX2 ECOBOOST,7,7, 0.000674 , 0.879211 
300,FORD,F150,KING RANCH 4X4 ECOBOOST,7,8, 0.000674 , 0.879885 
301,FORD,FLEX,SE,7,14, 0.000674 , 0.880558 
302,FORD,FUSION,HYBRID,7,7, 0.000674 , 0.881232 
303,FORD,TAURUS,LIM,7,22, 0.000674 , 0.881906 
304,GMC,SIERRA 3500,WORK TRUCK,7,7, 0.000674 , 0.882579 
305,JEEP,WRANGLER UNLIMITED,SAHARA,7,16, 0.000674 , 0.883253 
306,LINCOLN,MKS,,7,17, 0.000674 , 0.883927 
307,PORSCHE,BOXSTER,S,7,7, 0.000674 , 0.884601 
308,PORSCHE,PANAMERA,PLATINUM,7,7, 0.000674 , 0.885274 
309,RAM,4500,ST,7,7, 0.000674 , 0.885948 
310,RAM,CARGO VAN,TRADESMAN,7,7, 0.000674 , 0.886622 
311,SUBARU,FORESTER,2.5I,7,7, 0.000674 , 0.887295 
312,SUBARU,IMPREZA,2.0I SPT PREM,7,7, 0.000674 , 0.887969 
313,TOYOTA,COROLLA,S,7,21, 0.000674 , 0.888643 
314,TOYOTA,PRIUS,FOUR,7,7, 0.000674 , 0.889317 
315,TOYOTA,RAV4,LIM,7,8, 0.000674 , 0.889990 
316,TOYOTA,SIENNA,LTD,7,7, 0.000674 , 0.890664 
317,TOYOTA,TACOMA,,7,13, 0.000674 , 0.891338 
318,BENTLEY,CONTINENTAL GT,,6,9, 0.000577 , 0.891915 
319,BMW,X5,35I SPT ACTIVITY,6,6, 0.000577 , 0.892493 
320,BMW,X6,35I,6,6, 0.000577 , 0.893070 
321,BUICK,LACROSSE,LEATHER,6,6, 0.000577 , 0.893648 
322,CADILLAC,SRX,PREM COLLECTION,6,6, 0.000577 , 0.894225 
323,CHEVROLET,AVALANCHE,LT,6,18, 0.000577 , 0.894803 
324,CHEVROLET,EQUINOX,LTZ,6,9, 0.000577 , 0.895380 
325,CHEVROLET,SONIC,LTZ,6,8, 0.000577 , 0.895958 
326,DODGE,DART,,6,6, 0.000577 , 0.896535 
327,DODGE,GRAND CARAVAN,,6,6, 0.000577 , 0.897113 
328,DODGE,JOURNEY,,6,6, 0.000577 , 0.897690 
329,FORD,F150,XL 4X4,6,6, 0.000577 , 0.898268 
330,GMC,SIERRA 3500,SLE,6,6, 0.000577 , 0.898845 
331,HONDA,ODYSSEY,EX-L,6,13, 0.000577 , 0.899423 
332,HYUNDAI,SONATA,LIM,6,8, 0.000577 , 0.900000 
333,HYUNDAI,SONATA,,6,12, 0.000577 , 0.900577 
334,HYUNDAI,VELOSTER,TURBO,6,6, 0.000577 , 0.901155 
335,JAGUAR,XJ,,6,11, 0.000577 , 0.901732 
336,LAND ROVER,RANGE ROVER SPORT,SC,6,8, 0.000577 , 0.902310 
337,MAZDA,MAZDA6,I GRAND TOURING,6,6, 0.000577 , 0.902887 
338,PORSCHE,911,4S,6,6, 0.000577 , 0.903465 
339,PORSCHE,CAYENNE,TURBO,6,6, 0.000577 , 0.904042 
340,PORSCHE,CAYENNE,,6,10, 0.000577 , 0.904620 
341,RAM,CARGO VAN,,6,6, 0.000577 , 0.905197 
342,SCION,FRS,,6,6, 0.000577 , 0.905775 
343,SCION,TC,,6,12, 0.000577 , 0.906352 
344,SUBARU,OUTBACK,2.5I,6,6, 0.000577 , 0.906930 
345,TOYOTA,COROLLA,L,6,11, 0.000577 , 0.907507 
346,VOLKSWAGEN,JETTA,S,6,12, 0.000577 , 0.908085 
347,VOLVO,XC70,3.2,6,6, 0.000577 , 0.908662 
348,AUDI,A6,2.0T PREM +S,5,6, 0.000481 , 0.909143 
349,AUDI,S6,PRESTIGE,5,5, 0.000481 , 0.909625 
350,BMW,1 SERIES,128I,5,11, 0.000481 , 0.910106 
351,BMW,5 SERIES,550I,5,13, 0.000481 , 0.910587 
352,BMW,6 SERIES,640I,5,5, 0.000481 , 0.911068 
353,BUICK,ENCLAVE,LEATHER,5,6, 0.000481 , 0.911550 
354,BUICK,REGAL,TURBO PREM 1,5,5, 0.000481 , 0.912031 
355,CADILLAC,ATS,PERFORMANCE,5,5, 0.000481 , 0.912512 
356,CADILLAC,ESCALADE,PREM,5,9, 0.000481 , 0.912993 
357,CHRYSLER,300,BASE,5,6, 0.000481 , 0.913474 
358,CHRYSLER,TOWN & COUNTRY,LIM,5,7, 0.000481 , 0.913956 
359,DODGE,CHALLENGER,RT,5,6, 0.000481 , 0.914437 
360,FORD,ECONOLINE,COMMERCIAL,5,6, 0.000481 , 0.914918 
361,FORD,F250,LARIAT 4X4,5,7, 0.000481 , 0.915399 
362,HYUNDAI,ELANTRA,GS,5,5, 0.000481 , 0.915881 
363,HYUNDAI,SANTA FE,,5,6, 0.000481 , 0.916362 
364,JAGUAR,XK,,5,10, 0.000481 , 0.916843 
365,JEEP,WRANGLER UNLIMITED,,5,6, 0.000481 , 0.917324 
366,MAZDA,CX9,GRAND TOURING,5,5, 0.000481 , 0.917806 
367,MERCEDES-BENZ,E,E550,5,6, 0.000481 , 0.918287 
368,PORSCHE,911,CARRERA 4S CABRIOLET,5,6, 0.000481 , 0.918768 
369,PORSCHE,BOXSTER,BASE,5,6, 0.000481 , 0.919249 
370,PORSCHE,PANAMERA,S,5,8, 0.000481 , 0.919731 
371,RAM,1500,SPT,5,5, 0.000481 , 0.920212 
372,SCION,XB,,5,9, 0.000481 , 0.920693 
373,TOYOTA,AVALON,TOURING,5,6, 0.000481 , 0.921174 
374,TOYOTA,HIGHLANDER,,5,13, 0.000481 , 0.921655 
375,VOLKSWAGEN,GOLF,,5,5, 0.000481 , 0.922137 
376,VOLKSWAGEN,PASSAT,SE,5,6, 0.000481 , 0.922618 
377,VOLKSWAGEN,PASSAT,SEL,5,6, 0.000481 , 0.923099 
378,VOLKSWAGEN,TIGUAN,S,5,9, 0.000481 , 0.923580 
379,VOLVO,XC90,3.2,5,5, 0.000481 , 0.924062 
380,AUDI,A7,3.0 PREM +S,4,4, 0.000385 , 0.924447 
381,AUDI,ALLROAD,PREM,4,5, 0.000385 , 0.924832 
382,BMW,X1,35I,4,4, 0.000385 , 0.925217 
383,BMW,X3,35I,4,4, 0.000385 , 0.925602 
